Time FPz	EOG1	F3	Fz	F4	EOG2	FC5	FC1	FC2	FC6	T7	C3	C4	Cz	T8	CP5	CP1	CP2	CP6	P7	P3	Pz	P4	P8	PO7	PO3	POz	PO4	PO8	O1	Oz	O2	
-867.1875	4.9044	0.8742	1.6571	0.8651	0.5470	3.4426	1.0548	0.5848	-0.4820	1.9366	1.7255	0.0056	2.0584	0.9244	0.7377	0.2714	-0.1982	0.0371	1.0001	0.5374	-1.6809	-0.4007	-0.3212	0.7829	-0.4256	-2.4123	-0.8882	0.6847	1.4192	-0.3943	0.0353	0.5859
-859.3750	2.2031	-2.4075	-0.7110	-1.7293	-0.9409	-1.6169	-1.3343	-2.2285	-1.5814	0.2956	-1.6443	-2.5359	-1.0637	-2.3470	-1.0862	-2.9246	-3.3240	-2.6566	-1.1961	-2.8933	-4.6467	-3.7168	-2.5592	-1.1855	-3.0853	-4.7071	-3.8498	-2.1491	-0.9971	-3.2480	-2.7380	-1.8878
-851.5625	5.5886	-0.8430	0.7313	-0.0437	-0.0601	0.2200	0.2045	-0.6173	-1.1941	1.4201	0.3474	-0.7791	0.0425	-0.5160	0.4587	-0.9777	-1.0794	-0.9095	0.0141	-2.1231	-2.3128	-1.8478	-1.3424	-0.6550	-2.6918	-3.2472	-2.2669	-1.1844	-0.6827	-2.1117	-1.1891	-0.7849
-843.7500	7.1179	-2.8729	2.4784	1.4615	3.0280	1.6431	2.2740	0.9450	1.9918	1.9989	2.0112	1.7442	0.4844	0.5360	-0.2634	1.6325	1.1967	0.0490	-0.4372	0.3165	1.0082	0.5318	-0.3018	-1.0516	0.2628	0.7700	0.5256	0.0665	-0.4097	0.7370	0.1371	0.0124
-835.9375	9.2359	-1.3696	5.2552	3.2154	2.9327	2.4528	4.7628	2.9228	1.7025	2.1560	4.1822	4.2525	1.8567	2.1259	0.5219	4.8001	3.6434	1.8943	0.3967	2.5411	4.1101	2.9934	1.1816	-0.3356	2.3731	4.0662	2.8006	1.8067	0.9654	2.6816	1.6246	1.1822
-828.1250	7.8006	-3.4975	5.8930	3.7184	3.2523	3.4355	5.4624	4.5014	2.8103	1.9071	4.9521	5.9274	1.5167	2.7005	-0.2866	5.8563	5.2195	2.6688	0.2922	4.1996	5.4214	3.9487	1.7121	-0.2706	3.7664	5.6606	3.8025	2.0948	1.2124	3.5822	2.2691	2.0705
-820.3125	8.0421	-2.7263	6.2125	4.6453	3.1715	0.7724	5.0992	5.5373	3.2232	2.1088	4.6493	6.2183	2.7340	4.1031	0.4587	6.1582	6.3578	4.0502	1.5573	6.0640	6.9710	5.4257	3.2820	1.8868	6.5921	7.5851	5.3056	3.9937	3.2609	6.1761	4.4126	3.8803
-812.5000	4.7435	-4.5220	2.0963	0.8712	-0.0375	0.7629	1.0552	1.2678	0.2321	-1.2377	1.2637	2.3656	-0.0002	0.3208	-1.7283	2.7825	2.5909	1.4271	-0.7725	4.1965	3.9555	3.1204	1.0245	0.7133	5.2099	5.9380	3.3424	2.2626	1.5509	4.0747	2.4556	2.1605
-804.6875	4.4166	-2.9784	1.1781	0.4440	-1.6347	-0.5771	0.5044	0.8156	-0.9753	-0.7107	1.7215	1.0443	1.0474	0.7663	0.2531	2.2397	2.6080	2.6033	1.1102	3.9288	3.3377	3.6497	2.7387	2.6401	4.9092	4.9482	3.8169	3.5575	2.7948	4.1051	3.0958	3.2827
-796.8750	1.0157	-5.7591	-2.7896	-3.1719	-4.8657	-0.9074	-3.5438	-2.6335	-3.5766	-3.2382	-1.9305	-2.7763	-1.0477	-2.5016	-1.2056	-1.6409	-1.8668	-0.5137	-0.9530	0.7046	-0.8503	-0.4805	0.2547	0.4338	1.8657	0.5862	-0.0230	0.2491	0.1898	0.6853	-0.0045	0.0858
-789.0625	0.7789	-4.1336	-1.2737	-2.3674	-3.9697	-2.4703	-1.2502	-1.5418	-2.8647	-2.4002	-0.0537	-1.6936	-0.1194	-1.3997	-0.4366	0.0796	-1.0911	-0.0170	-0.1986	2.5212	-0.1608	-0.3980	0.2881	1.0129	3.0556	0.8402	-0.2619	0.5694	0.7770	1.7567	0.9279	0.3619
-781.2500	2.6036	-2.7532	0.2902	-0.4507	-2.0056	2.8281	0.1171	-0.2487	-1.0796	-1.7395	1.1115	-0.5867	-0.4934	-0.4282	-0.3455	0.2548	-0.6731	-0.5036	-0.4699	1.7076	-0.5674	-0.9727	-0.3687	1.5094	1.2370	-0.9725	-1.3368	0.3113	1.0975	0.0543	-0.1812	0.3872
-773.4375	3.0423	-2.2990	1.3472	0.8318	-0.6446	0.5787	0.5308	-0.0559	-0.3737	-1.2064	2.3564	-0.8783	-1.4195	-0.8686	-1.2269	0.3514	-1.5054	-2.3105	-1.9507	2.3423	-1.4396	-2.6342	-2.1141	-0.4697	0.5763	-1.8059	-2.7933	-1.0692	-0.1292	-1.0850	-1.1710	-0.4542
-765.6250	3.0054	-0.2888	2.3478	1.3871	-0.0895	3.7687	1.4172	0.6736	-0.3413	-0.9660	2.7286	-0.3852	-1.7426	-0.8036	-1.5288	1.1143	-1.5240	-2.7545	-2.6290	3.1465	-0.9654	-2.7348	-2.7724	-1.4518	1.5380	-1.2843	-2.9336	-1.7325	-0.8646	-0.0309	-0.6265	-0.7239
-757.8125	3.4554	-1.8710	1.5313	1.5093	1.5470	-0.5547	1.1857	0.8121	1.2307	-0.0626	2.3777	0.1111	-0.9589	0.0466	-1.4026	0.9484	-0.5752	-1.4891	-2.0565	1.1778	-1.2511	-1.6018	-1.4571	-1.0841	0.0818	-2.0087	-1.7254	-0.7386	-0.2552	-0.4373	-0.2774	-0.0255
-750.0000	7.9255	-1.5608	3.5895	3.0223	2.4852	1.7760	2.9048	2.5824	1.5456	1.7919	2.6734	2.1038	1.2502	2.0553	0.2407	1.5060	1.3825	0.6976	-0.2203	0.5411	0.2527	0.8870	0.5935	-0.9352	-0.4460	-1.1020	0.1318	0.9429	0.0169	0.0646	0.6621	0.5890
-742.1875	11.3411	-2.6562	5.7488	4.3418	4.2393	1.3577	4.9879	3.4676	3.1635	3.1268	3.4073	3.5388	1.3992	2.1376	0.6760	2.5309	2.5010	1.0301	0.0528	1.4251	1.6449	2.4035	0.9279	-1.2638	1.1360	1.7443	2.3865	1.2294	-0.4656	1.8132	1.6746	1.2239
-734.3750	13.9806	-1.8897	7.6260	5.0199	4.6218	4.9614	6.7033	4.4663	2.3197	3.7886	4.8969	4.8094	2.2619	2.8835	2.1861	4.0655	3.9063	2.3428	1.8280	2.7803	3.6173	4.8392	2.5643	0.3536	2.1965	3.3016	5.0118	3.0533	0.8952	3.6875	3.9783	3.5327
-726.5625	8.9693	-4.6096	3.6453	1.7650	2.9119	0.8211	3.0298	1.8582	2.1768	2.1804	0.8150	2.6004	0.9099	1.1399	0.7581	1.4163	2.6336	1.5540	0.6032	-0.3436	2.4817	4.2598	1.6203	-1.1388	-0.1197	2.3811	4.2904	1.7868	-0.8930	1.2667	2.2731	1.5856
-718.7500	7.5403	-3.5597	2.8016	1.8344	1.6474	-1.9827	1.3995	2.2814	1.7952	2.9845	0.5509	2.5899	3.6816	2.3980	2.3192	2.2725	3.8365	3.7732	2.7519	0.5842	4.3182	5.3564	3.2169	0.6758	1.8255	4.4110	5.9141	3.0949	0.4326	3.2439	3.9272	2.9386
-710.9375	3.3763	-6.1942	-0.6310	-1.1099	0.3818	-2.6417	-1.0012	-0.7849	1.1558	2.1695	-0.9624	1.1908	3.3872	-0.0459	1.1570	1.3884	1.7471	2.5688	1.9181	1.4688	2.7250	2.9985	1.7586	-0.1203	2.7605	3.6808	3.6683	0.9869	-0.5382	2.3761	2.0834	1.3367
-703.1250	2.1242	-4.2016	-1.0664	-0.9937	-0.1567	-2.9776	-0.8994	-0.2766	0.6490	2.8846	0.1137	0.6731	5.3503	1.1131	2.9927	1.8535	2.4576	4.0501	3.6401	2.6568	2.7759	2.6718	2.7139	0.8039	3.3832	3.2027	2.2802	0.7154	-0.4255	2.4524	1.5515	0.5837
-695.3125	-0.0622	-4.2528	-2.4963	-1.9326	-1.2886	-1.3571	-2.3491	-1.2322	0.1652	0.7505	-1.0173	-0.7308	2.4337	-0.3436	0.8255	0.1964	0.0135	1.2894	0.9183	0.4716	0.4941	-0.7620	0.2824	-0.8597	1.1532	0.9630	-1.1442	-1.3040	-1.7616	0.2801	-0.7864	-1.2568
-687.5000	2.5054	-0.5520	1.5835	1.4446	-0.0042	-1.0129	1.2110	1.9223	1.7476	1.6731	1.5314	2.0093	2.7476	1.8861	1.7784	2.8735	2.0502	2.2487	1.8750	2.9855	2.4278	0.6405	1.7942	1.3155	3.4462	2.4552	0.2261	1.3907	1.3126	2.3590	1.4243	1.1799
-679.6875	2.5272	-2.0943	3.1115	2.5203	0.7223	0.0649	1.5918	2.7067	2.2219	0.8695	0.6482	1.9416	0.2372	0.8437	0.1831	1.5658	0.8670	0.2381	0.0248	1.6069	0.8197	-0.2487	0.7555	0.6164	1.9053	0.6311	-0.6641	1.4733	1.0911	0.4019	0.0849	0.4672
-671.8750	2.3715	-1.3367	3.3507	2.7760	-0.1055	-2.9406	1.3424	2.4315	0.3224	-0.2001	0.3046	0.7988	-1.7803	-0.2467	-0.1493	0.6450	-0.2771	-1.2091	-1.2787	0.5766	-0.2030	-1.0888	-0.4000	0.2155	0.2421	-0.9732	-1.3409	1.2378	1.0629	-0.4470	-0.5400	0.3105
-664.0625	2.2006	-0.6410	3.1606	2.4275	-0.9718	1.0811	1.6691	2.2050	-0.2132	-1.0397	0.6134	1.0529	-2.4923	-0.7052	-0.6300	0.6844	-0.5708	-2.2822	-2.1579	0.0748	-0.2118	-0.9467	-1.2301	-0.2793	-0.1317	-1.0382	-1.2850	0.3050	0.3923	-0.7762	-0.9452	-0.2613
-656.2500	1.7505	-0.2672	2.6606	2.5963	0.0891	-2.6758	1.5354	2.4971	0.4084	-0.1752	1.0618	0.8077	-2.0344	0.0798	-0.8207	0.9668	-0.1256	-1.6778	-1.6275	0.5529	0.2704	-0.0135	-0.7969	-0.3181	0.4881	0.0599	0.3064	0.9543	0.4173	0.1487	0.4482	0.7423
-648.4375	1.8558	0.3880	1.6816	1.8099	0.3171	0.2209	0.9958	1.6045	0.0789	-0.0972	0.4782	0.0269	-1.3981	0.5818	-0.1426	0.1754	-0.0781	-0.7909	-0.9576	-0.0411	0.0969	1.2770	-0.0742	-0.6144	-0.4493	-0.3131	2.0850	1.6137	0.3429	0.4807	1.1319	1.4684
-640.6250	2.0659	1.0339	2.0780	1.2811	0.4729	-1.1629	0.9645	0.9896	0.5816	0.4418	0.2872	-0.2008	-0.9899	0.3231	0.0198	0.0029	0.3004	-0.2548	-0.6263	-0.4032	0.2595	2.5682	-0.0252	-1.5568	-0.8751	0.1209	3.4270	1.3962	-0.1847	0.6374	1.2174	1.2020
-632.8125	1.7964	1.8319	1.7397	1.0565	0.7661	0.4529	0.7318	1.2009	0.4419	1.0918	-0.5328	0.3198	0.5693	0.9456	0.9662	0.0033	1.1572	1.5827	0.6385	-0.6780	1.8424	3.8000	1.1722	-1.1646	-0.1498	1.7069	4.5896	1.9436	0.1580	1.7853	2.3425	1.9018
-625.0000	-0.6838	-0.0684	0.0165	0.4021	1.3441	-3.0040	-0.0124	1.0133	2.2628	2.0623	-1.1538	1.3619	1.9074	1.9831	1.3671	0.4244	3.0277	3.1825	1.6050	-0.2003	3.4525	4.9406	2.5180	-0.1744	1.5772	3.9638	5.9571	2.8189	1.1167	3.6723	4.0380	3.2335
-617.1875	-2.2831	0.3303	-1.8285	-1.6310	-0.9710	-1.5299	-1.8326	-0.9244	-0.1943	1.8088	-2.2318	-0.0830	3.0025	0.8117	2.0121	-0.8001	2.3754	3.3450	2.4247	-1.2348	3.0346	4.1666	2.6254	0.6991	0.9868	3.6033	5.0105	1.7252	1.0323	3.1497	3.6224	2.5200
-609.3750	-4.7118	-1.1039	-5.9061	-5.8896	-3.8248	-3.0642	-5.2398	-5.3069	-2.5358	-0.0169	-4.5506	-3.7144	1.3191	-2.9216	0.6462	-3.1674	-0.7847	0.8151	0.9341	-2.3600	0.6731	1.3265	0.6952	0.1298	0.2942	2.1824	2.2975	-0.4527	-0.2394	1.6776	1.7879	1.1841
-601.5625	-5.4231	-0.6636	-5.9499	-5.9379	-5.5433	-3.1345	-5.1636	-5.0455	-3.7649	-0.6495	-3.7618	-3.3279	1.8958	-1.9822	1.0305	-1.5664	0.4776	2.1449	1.8879	-0.1794	2.3299	1.6214	1.4436	1.7905	2.3466	3.1492	2.4923	1.0838	1.5577	3.6108	3.5852	2.6427
-593.7500	-8.1434	-3.0571	-6.5509	-6.7679	-5.3474	-5.0397	-5.6157	-5.3364	-3.0844	-1.7799	-4.4131	-3.3739	0.5874	-2.7921	-0.5150	-2.5902	-0.9288	0.6979	0.6228	-1.2807	0.4892	-0.7074	0.3842	1.2849	0.6434	0.9562	-0.2468	0.2371	1.2776	0.9131	1.0046	0.9576
-585.9375	-7.3385	-1.5886	-4.9266	-5.6288	-5.5032	-4.2349	-3.9868	-4.1595	-4.3562	-2.3487	-3.4632	-3.3829	0.1765	-2.3547	-0.4137	-2.3789	-1.4296	0.2949	0.1992	-1.3781	-0.6153	-1.7527	0.3726	1.0093	0.2230	-0.6774	-1.7553	0.6906	1.3285	0.1769	0.1156	0.3092
-578.1250	-8.7926	-1.7289	-6.2867	-6.3596	-5.4781	-3.2276	-5.0537	-5.1880	-4.1449	-3.0424	-4.5691	-4.1600	-1.6196	-3.6932	-2.3439	-3.7321	-3.1515	-1.0416	-1.2623	-2.7968	-2.7900	-2.8075	0.0617	0.8000	-1.6984	-2.6927	-2.4408	0.9717	1.4598	-1.9628	-1.2865	-0.2692
-570.3125	-7.1934	-0.2906	-5.3966	-5.4383	-5.2565	-3.0958	-3.6523	-4.0599	-3.7311	-2.5073	-2.4475	-2.8897	-0.7651	-2.1547	-1.2864	-1.5132	-1.6864	0.2072	0.4865	-0.4822	-1.3132	-0.1716	2.1658	3.1618	-0.1490	-1.0335	0.4453	4.1802	4.5125	0.5618	1.6254	2.8481
-562.5000	-8.0755	-2.3863	-6.0823	-6.5312	-5.9164	-1.9471	-4.3231	-5.3997	-4.7420	-4.6899	-2.6437	-3.6016	-4.0435	-4.2670	-3.5642	-1.9770	-3.0907	-2.1110	-1.6990	-1.0513	-1.6806	-0.6657	0.9450	1.6079	-0.1056	-0.3423	0.7198	3.8903	3.3916	-0.0939	0.6528	2.3232
-554.6875	-5.5058	-0.4280	-3.1670	-3.6316	-4.0316	-3.5558	-2.6245	-3.0548	-4.4123	-3.5842	-1.3290	-2.8611	-3.8615	-2.8987	-2.4059	-0.9904	-2.2602	-1.5900	-0.9740	-0.5026	-0.8130	0.9012	1.8227	2.3039	-0.3328	0.5039	2.5165	5.2893	4.1466	0.0525	1.3254	3.3824
-546.8750	-3.9845	0.3535	-1.3092	-1.5466	-2.6949	0.9363	-1.3189	-0.8869	-2.3444	-2.7411	-1.2354	-1.4505	-3.5556	-1.1866	-2.5024	-0.7581	-1.9273	-1.7648	-1.7937	-0.4686	-0.9232	0.9303	0.8639	0.8582	-0.3241	0.4612	2.7354	3.9410	2.7755	0.7436	1.5490	3.0081
-539.0625	-3.0906	1.3274	-0.3539	0.0482	-1.4789	-1.5696	-0.8876	0.5236	-0.5785	-1.5541	-0.7509	-0.6423	-2.2353	0.4115	-1.5627	-1.0409	-1.5218	-1.3131	-1.5404	-0.8915	-1.2282	0.5299	0.1103	-0.2605	-0.8509	-0.0895	2.1187	2.5336	1.6623	0.4674	1.3074	2.1220
-531.2500	-2.3157	0.3249	-0.1454	0.1624	0.0704	0.9028	-0.7241	0.0277	0.1848	-1.0701	-1.1547	-0.8350	-1.5196	-0.1847	-1.1120	-2.4685	-2.2248	-1.7871	-1.8298	-2.3994	-2.2284	-1.0164	-1.5818	-2.0800	-2.4905	-1.6768	0.2496	-0.6538	-0.5326	-1.3553	-0.6660	-0.2239
-523.4375	-0.0351	1.6813	2.4813	2.4696	3.4847	-0.6496	1.7771	2.9253	3.9690	2.2596	0.2164	1.7727	2.1851	2.6684	0.6207	0.0154	1.1237	1.3664	0.2531	-1.1058	0.0076	0.7762	-0.6931	-2.0014	-0.9240	0.1824	0.9295	-1.8170	-1.7735	0.1414	-0.1143	-0.7262
-515.6250	0.4617	1.1639	3.6191	3.1706	3.1839	2.0015	2.9070	4.1275	4.1163	2.7736	0.5502	3.5675	3.7886	4.0777	1.5481	1.5360	2.6402	2.6216	1.5231	-0.0356	1.7010	1.1369	-0.4340	-1.8810	-0.0991	1.1957	0.2516	-3.1030	-2.9070	0.2033	-0.5500	-2.0532
-507.8125	-1.5517	0.1479	2.3691	0.8801	1.3189	0.4119	2.9699	1.9883	2.1841	1.3777	1.1170	2.6534	1.4351	0.7707	0.8909	0.8108	1.1463	0.1207	0.1849	0.0378	0.5004	-1.4393	-1.8861	-1.5857	-0.6038	0.1578	-2.2256	-4.6501	-3.3515	-0.9226	-1.9711	-3.0036
-500.0000	-0.8363	1.5869	2.4272	0.2397	-0.4489	3.4765	2.8404	1.3559	0.0455	0.2135	1.1062	1.9430	0.8526	0.2289	0.8920	0.6496	0.8724	0.0100	0.3043	0.0353	0.4173	-2.1661	-1.2153	0.1077	-1.0478	-1.2306	-2.7614	-3.4435	-1.8088	-1.3809	-1.9361	-2.4260
-492.1875	-3.2798	-2.3735	0.4741	-1.4682	-1.4249	-0.1069	1.1824	-0.0970	-0.1496	-1.5147	0.5307	1.2956	-0.8717	-0.7906	-1.1957	0.7960	0.4414	-0.0397	-0.7292	0.6795	1.0473	-1.7304	-0.6957	0.0886	0.6410	0.1768	-1.8936	-2.0851	-1.0477	-0.2662	-1.1408	-1.5768
-484.3750	-3.4040	-1.7267	0.0616	-2.0761	-2.0037	0.8646	1.3568	-0.1996	-1.5846	-1.8573	1.5970	2.2085	0.0540	0.1146	-0.7960	2.5906	2.3421	1.7103	0.5818	2.4607	3.1824	0.4899	1.3091	1.3273	2.7754	2.1833	-0.1952	-0.1850	0.6638	1.7933	0.6304	0.1003
-476.5625	-4.7151	-3.1319	-2.0320	-3.4838	-2.0774	-0.1763	0.1048	-1.8459	-0.9667	-2.3710	1.1386	1.2887	-0.6695	-0.6145	-1.2906	2.1121	2.0345	1.2852	0.4731	2.8905	2.9832	1.0869	1.3758	1.6723	2.7000	1.7642	0.1616	0.7376	0.8997	1.4395	0.0618	0.2495
-468.7500	-3.9470	-1.7559	-1.5085	-1.9514	-2.4944	-0.3857	0.0665	-0.9453	-1.4919	-1.2359	1.0440	0.8175	0.8592	0.3439	1.0178	2.1542	2.3140	3.0463	3.0236	2.4752	3.0279	3.4853	4.5131	4.4603	2.2221	1.9916	2.3884	4.5585	4.1407	1.9907	1.9248	2.7548
-460.9375	-7.1972	-5.3592	-4.4419	-3.8830	-3.9759	-2.6645	-3.4357	-3.7097	-2.6690	-2.7395	-2.7298	-1.9904	-1.2491	-2.6680	-1.8435	-0.9275	-0.9110	0.8251	1.0651	-0.0194	-0.2366	1.9824	3.0748	2.7395	-0.0040	0.1437	1.6087	3.7138	3.0471	-0.2764	0.3128	1.9002
-453.1250	-5.5731	-1.8841	-3.1013	-2.5084	-2.8848	-2.4219	-2.5036	-2.7042	-2.7795	-2.0181	-1.5453	-2.0809	0.1103	-1.6770	-0.6375	-0.0974	-0.6395	1.4052	1.6355	1.9488	0.4719	3.0720	3.6494	2.9533	1.6620	1.0159	3.1811	4.7778	3.4574	1.5248	2.2223	3.1929
-445.3125	-4.1355	-0.5628	-3.1960	-2.2526	-1.2839	-0.5702	-3.7348	-3.1031	-1.3668	-1.9114	-2.8833	-3.2901	-1.0745	-2.1096	-1.0856	-2.4975	-2.2211	-0.6105	-0.3402	-0.3992	-1.2513	1.1570	1.2939	0.1943	-0.0448	0.2733	1.8832	2.2207	0.8219	0.1799	0.3956	0.7753
-437.5000	-1.8047	1.0644	-1.0219	0.3929	0.0715	-2.2573	-2.0021	-0.4284	0.3379	0.0982	-1.0490	-1.6179	0.5168	0.9493	-0.2390	-1.0764	-0.1590	1.0552	0.5524	0.5918	-0.2092	2.7867	1.8504	0.7131	0.7042	1.7384	3.5700	2.9875	1.0780	1.8754	2.3359	2.1017
-429.6875	-1.6782	0.8438	-1.0870	0.4055	0.7247	1.4346	-1.2468	0.0834	1.8810	0.1924	-1.1314	-0.9903	1.1413	1.5713	-1.0561	-1.3100	-0.0009	1.5250	0.0045	-0.7678	-0.3243	2.1876	1.3315	-0.3448	-0.4944	0.8342	2.9286	1.9289	0.1813	0.8498	1.2589	1.6425
-421.8750	-0.4925	2.1193	1.2868	1.8468	1.5755	0.2086	1.2025	1.5720	2.8376	1.3697	0.7402	1.1059	3.5876	2.7975	0.1409	0.6023	2.0342	3.5395	1.5184	-0.0354	1.6390	3.1193	2.3361	0.1250	0.5090	2.3087	3.3417	2.1597	0.7481	1.9575	2.2247	2.0174
-414.0625	-0.1084	1.5615	3.0454	2.9700	1.8096	3.6195	3.6097	3.1089	3.3926	1.0217	1.7596	3.7966	3.7228	3.5793	-0.2097	2.1410	3.4341	4.0160	1.5451	0.6330	2.8182	3.4250	2.2118	0.1485	0.8287	2.9163	3.2736	1.3503	1.0546	2.4295	2.4328	2.1934
-406.2500	0.2229	1.0116	4.3284	4.6945	3.4752	0.3920	4.5875	4.9513	5.5453	1.7404	2.2083	5.4559	4.0062	5.3575	-0.0337	2.5178	4.9790	4.5935	1.2741	-0.0073	3.4120	3.4344	1.6888	0.0674	0.8489	2.6222	2.5434	0.4571	0.6462	2.0226	1.9273	1.3808
