Time FPz	EOG1	F3	Fz	F4	EOG2	FC5	FC1	FC2	FC6	T7	C3	C4	Cz	T8	CP5	CP1	CP2	CP6	P7	P3	Pz	P4	P8	PO7	PO3	POz	PO4	PO8	O1	Oz	O2	
-85.9375	-5.9329	-3.0671	-6.2256	-5.4195	-4.5702	-3.8371	-4.1830	-5.5055	-5.0263	-2.0857	-1.1807	-2.7650	-2.8303	-4.5071	0.5253	-0.6434	-3.3374	-2.9909	0.0051	1.3624	-0.5838	-0.2571	-0.6745	2.2739	0.9233	0.8412	1.8094	1.2397	1.6418	1.0010	1.8102	1.7501
-78.1250	-4.0831	-0.5099	-4.4215	-3.6883	-2.7851	-3.2631	-2.6161	-3.6086	-2.8581	-0.6632	0.9081	-1.6220	-0.9350	-2.9632	0.8878	0.8399	-1.8819	-1.6368	0.9591	2.6295	0.1955	0.5632	0.1951	2.5216	1.2779	0.9351	2.2388	1.7225	2.0405	1.2047	1.8000	1.6242
-70.3125	-4.2007	-1.6487	-4.1312	-3.5464	-2.7873	-2.5944	-3.1995	-3.5221	-2.3307	-0.9141	-1.0604	-2.1800	0.0481	-2.4025	1.1178	-0.8728	-2.4932	-0.8984	0.9809	0.1178	-0.9144	-0.0727	-0.0941	1.4283	-0.7680	-0.6517	1.1458	0.8080	1.1178	-0.3337	0.4904	0.4465
-62.5000	-2.6048	-0.3199	-1.8789	-1.0501	-0.9239	-3.5332	-2.2846	-1.2181	0.0361	0.4898	-1.7543	-1.4835	1.0608	-0.8335	1.1483	-1.6522	-1.5750	-0.1734	0.9481	-1.9048	-1.6128	-0.4446	-0.2034	0.5418	-2.8549	-2.3710	-0.0687	-0.2430	-0.1999	-1.9224	-0.5420	-0.6724
-54.6875	0.7983	1.6450	1.6434	2.3850	2.2527	-2.3687	0.4143	2.4202	2.6535	2.8252	0.2121	1.6026	2.8450	1.8117	2.0596	-0.0806	0.3345	1.2139	1.6538	0.0551	-0.1681	0.3460	0.4837	0.9802	-2.1585	-1.3201	-0.2671	-0.2625	-0.4995	-1.6331	-0.5966	-0.6780
-46.8750	3.1499	1.8778	5.1004	5.9467	6.2294	-0.6954	3.8778	5.8305	5.8856	4.5372	2.4416	4.3524	4.2949	4.8813	1.5944	2.1652	2.9355	3.1641	1.6699	1.8038	1.7554	1.5897	1.2599	-0.3220	-0.2910	0.6309	-0.0905	-0.4221	-0.9905	-0.5771	-0.4621	-0.8689
-39.0625	5.5164	2.8637	8.9913	9.9937	9.2456	1.0168	6.5829	9.8862	8.5293	5.7626	3.8361	6.6799	6.0160	8.3639	1.0805	3.9125	5.3302	5.2125	1.8496	2.8054	3.4357	3.0304	2.2849	-1.6500	0.6530	1.6797	0.2165	-0.0396	-1.2812	-0.0310	-0.4597	-1.0168
-31.2500	6.0350	3.6694	9.8300	10.8028	11.0051	1.7528	7.3776	10.4870	9.6771	6.7560	5.0437	7.9041	6.3794	9.2859	1.6721	4.8984	6.4483	6.2257	2.4780	3.5115	4.6288	4.0781	3.3212	-0.6071	2.3351	3.8865	1.4089	1.4452	-0.2678	1.5290	0.7266	0.1977
-23.4375	7.1004	4.3183	9.6824	10.5225	10.3437	2.1670	7.7850	10.2419	8.7179	6.9568	5.5077	8.5137	6.6570	9.6125	3.1722	6.0832	7.8906	6.8297	3.6909	3.8845	7.0265	5.8502	4.6582	0.7158	3.9765	6.4287	3.2945	2.9512	1.1447	2.9300	2.0089	1.7527
-15.6250	3.7834	1.7670	7.2191	8.4500	8.4790	0.7267	5.4136	8.7567	8.5186	6.0820	3.5097	7.9683	6.0779	8.7266	1.9743	5.3409	7.9066	6.5258	3.3961	2.9811	7.4494	6.6242	4.5986	0.5105	4.0566	7.0613	4.1193	3.8898	1.7290	3.0340	2.1781	2.3808
-7.8125	2.7681	1.7993	6.0947	7.4361	6.9334	-2.6336	4.5496	8.0616	7.7034	6.0767	3.9554	7.9259	6.8101	8.4677	3.7730	6.3420	8.3468	7.5457	4.9825	4.3777	8.8549	8.0659	6.2063	3.3923	6.0642	8.5605	6.2629	6.3258	4.7146	5.6210	4.7246	4.8853
0.0000	1.2062	0.1079	3.9292	5.2629	5.3333	-0.6405	3.3574	5.7717	7.1613	4.1804	3.0688	6.7949	5.1396	6.1579	3.6150	6.0725	6.7541	5.6526	3.8162	4.9618	8.3629	7.1441	4.9372	3.1515	6.9831	8.9418	6.1899	5.2834	3.9959	5.8789	4.7007	4.0994
7.8125	-0.5725	-0.3117	2.2716	3.0286	2.3314	-3.4265	2.3947	3.6366	4.2968	2.5901	3.0702	4.9244	3.8696	5.0074	2.4045	5.2331	5.3004	4.3057	3.0839	4.7158	6.7416	6.1993	3.7127	2.9713	6.0257	7.7345	5.6998	4.0430	2.8243	5.1120	4.2827	3.0325
15.6250	-4.7511	-3.7617	-1.8680	-1.1784	-1.6056	-3.2704	-0.9563	-0.6186	1.1149	-0.4974	-0.2974	1.2186	0.0111	0.7799	0.3073	1.4853	0.6591	0.0414	0.6930	1.2428	2.4914	2.3878	0.7272	1.5034	1.9614	3.2833	2.9742	1.4381	1.1333	1.9482	1.9208	0.9470
23.4375	-4.3795	-1.4118	-3.1259	-1.9125	-2.7067	-5.1055	-2.2255	-1.8424	-0.6516	-0.9017	-1.5922	-0.9476	-0.8440	-0.6506	1.5319	-0.1763	-1.2497	-0.8731	0.8466	-0.4377	-0.0018	0.7697	0.2650	2.6561	0.2526	0.2018	1.7277	1.0493	1.5903	1.1431	1.7665	1.0808
31.2500	-6.1252	-2.2644	-6.4983	-4.4033	-4.5284	-3.5528	-5.8023	-5.2184	-3.3472	-2.6130	-4.9900	-5.3845	-2.9615	-3.9096	-0.5645	-4.3411	-5.4483	-3.6487	-1.0977	-3.6144	-4.5832	-3.2249	-2.6038	0.8298	-3.1292	-4.0321	-1.8911	-1.9806	-0.9536	-2.6042	-1.4340	-1.6838
39.0625	-5.5266	-1.8317	-5.0297	-2.9757	-3.5789	-5.1936	-4.6042	-4.0622	-2.4176	-1.0793	-3.8370	-4.1718	-1.1325	-2.8303	0.2868	-3.5760	-4.2988	-1.9434	0.8019	-2.5689	-4.0153	-2.3015	-0.9059	2.0858	-3.4654	-4.8532	-1.9538	-0.6880	0.3586	-2.6854	-1.1481	-1.0498
46.8750	-6.2498	-3.4085	-5.0098	-4.1988	-4.8861	-3.6591	-4.5890	-4.0283	-3.3935	-2.7883	-2.9545	-2.9420	-1.8245	-2.5878	-0.4235	-3.7599	-3.6703	-1.5877	0.0940	-3.0123	-4.3044	-2.6636	-0.3858	1.6925	-5.0382	-6.3137	-2.7966	-0.4951	0.1532	-4.4093	-2.3550	-1.8783
54.6875	-3.6277	-1.0490	-1.7287	-1.8455	-3.6647	-2.7072	-1.5396	-0.8927	-2.5064	-2.0827	-0.6927	0.1470	-1.2730	-0.2196	-1.0008	-1.3802	-0.9577	0.2506	0.5258	-1.5530	-2.4011	-1.3473	0.8541	1.8090	-3.7916	-4.5262	-2.4520	0.6706	0.7703	-3.5095	-2.0910	-1.4885
62.5000	-1.6832	-0.5582	0.9700	0.4943	-1.6703	-0.1865	1.1158	1.4406	-0.7054	-0.8467	0.4588	2.3795	0.3320	1.5183	-0.1935	0.1143	0.5031	1.5736	1.0443	-1.0055	-0.5498	-0.4937	1.7179	1.5059	-2.8310	-2.8228	-2.3225	1.3620	1.0795	-2.5502	-1.7772	-0.9619
70.3125	-1.2648	-0.6256	0.4290	0.3031	-0.8781	-0.2106	0.8902	0.6136	-0.1356	-0.1591	1.1799	1.3134	0.5768	0.8229	1.1432	0.8373	0.2126	1.6390	1.1519	0.5570	0.4852	-0.3156	1.6146	1.4052	-0.5780	-0.4224	-1.4265	1.5992	0.9569	-1.4562	-1.4715	-0.6149
78.1250	0.3157	0.0308	1.6585	0.9163	-0.2765	1.6871	2.7970	1.2789	-0.2860	0.7703	3.1234	2.3191	0.7127	0.8989	0.7798	2.8386	0.9702	1.4040	1.1921	3.0501	2.6407	0.5287	1.4530	1.3186	2.5653	3.0973	0.3673	2.5873	1.6216	1.2841	0.4822	0.9053
85.9375	1.7850	0.1779	4.9729	3.1483	2.3651	4.4684	5.7434	3.4442	2.4788	2.5666	4.7525	4.6413	1.0815	2.2300	0.5268	4.2408	2.1521	1.0096	0.2158	4.0822	3.7164	1.0390	0.7308	0.1834	4.0926	4.8725	1.5062	2.5584	1.2134	2.5467	1.5845	1.3668
93.7500	4.1818	2.1971	6.3548	4.5823	3.7114	3.4725	6.4543	5.2622	3.5227	3.3107	3.7295	5.7662	1.3969	3.6807	1.0133	3.9634	3.1133	1.0120	-0.0099	2.7406	3.6388	1.4526	-0.0780	-0.6216	2.3773	3.6452	1.2542	1.1786	0.0596	1.4781	1.0087	0.5673
101.5625	3.9991	0.9657	5.8674	4.7292	4.7975	3.9943	5.3691	5.1455	4.6056	3.2669	2.5640	5.6133	1.1681	3.3270	-0.1957	3.1839	2.8109	0.4034	-0.8020	1.6962	3.2495	1.3184	-0.7609	-1.8183	0.9211	2.5258	1.1725	-0.4647	-1.0150	0.4978	0.0123	-0.6448
109.3750	7.9218	3.4624	9.2184	8.1739	7.5154	4.5832	7.6994	7.8613	6.8329	5.4596	4.6934	7.5620	3.9191	5.8434	2.1015	5.0843	5.2307	3.5589	1.3501	3.9129	5.4108	4.0509	1.3996	0.0705	2.9163	3.7815	3.4139	1.1902	1.1381	2.4587	2.3128	1.1026
117.1875	7.4957	1.6052	6.5307	5.8035	5.7430	3.9129	4.5570	5.2345	5.5492	3.6943	1.6898	4.6367	2.3691	3.8969	1.1539	2.5586	2.7652	2.2806	0.3377	1.6755	3.2214	3.1024	0.5741	-0.2816	1.0985	2.0816	2.3168	0.4986	0.9731	0.6425	0.9633	0.5799
125.0000	7.0273	-0.2518	4.5875	4.4910	4.1334	0.3542	2.7587	4.0636	3.6370	3.3371	1.2938	3.3031	2.8631	3.8710	2.5023	2.6853	2.7761	2.9805	2.2392	1.7718	3.4118	4.0831	2.4030	2.2539	1.4527	2.5736	3.5539	2.5142	3.6153	1.1892	1.9524	2.4906
132.8125	4.6557	-3.2408	1.9451	1.9033	1.6414	0.4363	1.1254	2.0750	1.6888	1.2843	1.3697	2.5391	0.2107	1.9178	0.3486	2.2526	1.5977	0.7811	0.2089	2.2395	2.7055	2.4687	0.3548	1.3538	1.8366	2.7089	2.4012	1.0092	2.9957	0.7435	0.9806	1.1881
140.6250	4.4568	-3.4369	1.6290	1.1270	-0.2927	-1.6640	1.2129	1.4606	-0.5297	-0.1388	1.7686	1.9106	-0.8138	1.3225	0.9297	2.7815	1.3896	0.4252	-0.2420	3.0781	2.7678	2.6428	-0.0736	1.7344	2.4661	3.1191	2.6552	1.0216	3.3375	1.7071	1.5966	1.4303
148.4375	2.3376	-4.7809	-0.5149	-0.8650	-1.8790	-0.3550	-0.7343	-0.9254	-1.8550	-1.8246	0.4687	0.1143	-1.7807	-0.4744	0.0227	1.3448	-0.0191	-0.2801	-1.2166	2.5469	2.1759	2.0490	-0.2502	1.1432	2.2072	2.8381	2.3305	0.4777	2.5553	1.3102	1.3707	1.0627
156.2500	1.6309	-2.7155	-1.4192	-1.2998	-2.4764	-2.4743	-0.8395	-1.4152	-2.0875	-1.9486	2.0258	0.1795	-1.3692	0.2054	-0.9094	3.0124	1.6469	0.6474	-1.2630	5.0515	4.1075	2.9493	0.1582	1.0934	4.5908	4.8571	3.0135	0.1129	2.0063	3.5993	2.7273	1.5345
164.0625	-0.2252	-3.5111	-3.5249	-3.2196	-3.9632	-0.5933	-2.0053	-3.0877	-3.3154	-3.9253	1.5229	-0.5916	-3.6359	-1.5837	-2.7124	2.3311	-0.1154	-2.0539	-4.6918	4.3711	2.6991	-0.0724	-3.3084	-1.6730	3.6293	3.4963	0.0495	-3.3685	-1.0871	2.3170	0.7307	-1.0940
171.8750	-0.2418	-2.4733	-2.4521	-2.2888	-3.4297	-1.3790	-1.1183	-2.2607	-2.8083	-3.4924	2.2873	-0.4525	-4.4429	-1.8355	-4.1975	1.9194	-0.8733	-3.7577	-6.3872	3.5605	1.5266	-2.2713	-5.5717	-3.1433	1.9258	1.6427	-2.8784	-5.7515	-3.4375	-0.0238	-1.5011	-3.4592
179.6875	2.1899	-1.8816	0.6724	1.2288	-0.3912	1.5839	1.6836	1.0127	0.1167	-2.2083	3.1435	1.9898	-3.5187	-0.0265	-4.6756	2.4703	-0.5468	-3.6963	-6.9696	3.8072	1.5763	-3.3615	-6.6814	-4.2932	2.2747	1.5128	-4.4872	-7.6101	-5.7634	-0.3837	-2.6984	-5.2695
187.5000	4.6630	-1.1267	4.8697	5.4094	3.4639	1.9822	4.7174	4.7622	4.2784	-0.4905	3.9894	3.7946	-1.1472	2.6866	-3.2913	3.1340	0.8523	-2.1217	-5.8492	4.1241	2.0711	-2.8212	-5.5909	-4.2358	3.3608	1.8090	-4.5504	-7.2760	-6.1019	0.2954	-2.2879	-5.2969
195.3125	6.8092	0.3133	7.3298	8.1007	6.0824	4.8733	5.7378	7.0887	7.1771	1.1560	3.0975	4.2221	1.7444	5.3651	-2.3686	1.8975	1.5137	0.1854	-4.0515	2.9122	1.8343	-1.9183	-3.8928	-3.9860	2.1571	1.5276	-4.2168	-6.2188	-5.8433	-0.2229	-2.5510	-5.2396
203.1250	8.7710	3.8082	8.2827	10.5545	10.1210	5.7507	6.0921	9.5392	11.6440	4.9161	1.3686	5.5936	5.3638	8.9316	-0.9423	1.3281	4.0132	4.2637	-0.9795	1.1690	2.9143	1.2678	-0.2599	-3.0098	2.2066	2.6746	-1.3754	-3.1186	-3.8076	0.8235	-1.0001	-3.0783
210.9375	10.2994	3.5057	10.0765	13.4719	13.1346	4.2589	6.7837	12.5665	14.9472	7.4919	0.6300	8.1704	8.6477	12.8902	1.5083	1.9264	7.4851	9.1270	2.5328	0.9519	5.0775	6.1175	4.3128	-0.6793	2.8012	3.8422	2.7888	1.5510	-0.0138	2.6082	1.8806	0.3724
218.7500	8.9622	0.8491	9.7003	13.6780	14.0084	3.4289	5.6678	12.9146	15.8731	7.7915	-0.1169	8.7309	8.3756	13.1842	1.6886	1.4192	8.2142	9.9408	2.8952	1.0692	4.9099	7.7957	5.9476	-0.0691	3.0254	4.3337	4.7696	3.1631	0.8634	3.0824	2.2987	1.2372
226.5625	9.7184	2.0210	9.8382	13.2924	13.4050	2.3469	5.5885	12.8592	14.4321	7.9824	-0.0079	8.9646	8.8010	13.6928	3.2841	1.7641	9.4206	11.0753	4.2776	1.1061	6.2528	10.2745	7.8451	1.3609	3.8493	5.7952	7.6859	5.4099	2.6335	4.5156	4.6493	3.8410
234.3750	10.2833	1.2155	9.9560	12.2636	13.0066	4.3564	5.7560	12.0155	14.0007	7.1446	0.7529	8.3304	7.7776	12.7678	2.6477	2.1167	9.0049	10.3012	3.1470	2.4721	6.6504	10.7767	6.6758	0.1681	5.3515	7.1028	8.0694	4.0699	0.5190	5.3914	4.7855	3.0255
242.1875	11.8158	3.3163	10.9413	12.3019	12.6826	2.8665	6.2682	12.0386	12.6372	6.1906	1.1287	7.0256	6.4206	11.8175	2.5665	2.2814	7.0960	7.6626	1.4595	3.2010	5.4160	7.9536	3.5374	-1.9242	5.0077	5.8834	5.5349	0.1970	-3.1831	4.2389	2.6894	-0.4873
250.0000	11.0196	3.0943	8.4132	10.0931	10.4133	5.0390	4.0585	9.6205	10.9423	3.5766	-0.0887	4.2605	3.0285	9.0484	-0.0606	-0.4841	3.2472	3.5772	-1.9533	0.1629	1.4103	3.1896	-0.9045	-4.4716	1.0678	1.5457	0.9606	-4.6916	-7.0046	-0.2189	-0.8946	-4.0339
257.8125	12.7034	5.6779	10.4111	10.9586	9.8465	5.5240	6.1739	10.3610	10.1021	3.3214	2.8054	4.7198	2.0921	9.0542	0.7962	0.1766	2.4803	1.5944	-3.2105	1.4437	0.4176	0.9840	-3.4481	-5.2034	0.5494	-0.2051	-1.7861	-7.4748	-9.2093	-1.0449	-2.4998	-6.4806
265.6250	13.6319	5.7186	12.2339	11.3433	10.4190	10.3962	8.3815	10.7476	9.6789	2.1569	3.1784	4.6285	-1.0489	7.2898	-0.6535	-0.6246	-0.2811	-2.6827	-6.5957	0.4115	-2.9707	-3.4768	-8.1804	-8.5811	-2.6462	-4.3900	-6.7431	-12.5750	-13.5009	-4.9779	-7.0528	-11.2726
273.4375	15.3750	7.4342	14.8861	13.8244	11.9860	10.9277	11.4710	13.0865	11.2186	3.0315	6.2293	6.2420	-0.3155	9.1151	-1.8595	0.9014	1.0205	-2.0687	-6.0036	0.9814	-2.8302	-4.0244	-8.1170	-8.2209	-3.8979	-5.7040	-8.8546	-13.2572	-13.5598	-6.2585	-8.1422	-12.0622
281.2500	14.6651	6.0617	13.2131	12.8640	12.1843	11.9828	10.7803	12.1058	11.5504	2.7147	5.3861	6.0390	-0.0170	8.8464	-2.5716	0.3030	0.3299	-2.2757	-6.7970	-0.5211	-3.7478	-6.0060	-8.9594	-9.6689	-6.2562	-8.5656	-11.8740	-14.7844	-14.9417	-8.8876	-11.0149	-14.4174
289.0625	16.5593	7.4606	14.3095	14.3103	13.5159	10.8313	12.2357	13.8717	13.6370	4.4320	7.4417	8.3437	2.7743	12.1549	0.1250	2.9520	3.1286	0.8744	-4.7870	1.3124	-1.9160	-4.1948	-7.0318	-7.8777	-4.5958	-7.5561	-11.1216	-13.1447	-13.2033	-7.8708	-9.8283	-13.1578
296.8750	15.9346	4.3563	14.7935	14.3209	13.6845	10.6582	12.8442	15.3263	14.4714	4.5781	7.1672	10.4155	3.8654	13.8412	0.6857	3.3992	4.7642	2.8304	-3.1711	1.4648	-0.9972	-2.2322	-4.7526	-6.2352	-3.3775	-5.9046	-8.7419	-10.3375	-10.5882	-6.7092	-8.3684	-10.6026
304.6875	16.5403	2.8430	16.9792	16.9165	16.5407	8.5426	14.6062	18.4055	17.0918	7.5839	7.7565	13.4810	6.9570	17.3534	2.2130	5.0885	8.4391	7.3371	0.4133	2.5485	1.4119	2.7769	-0.1525	-3.5590	-2.2006	-3.5823	-4.3516	-5.2479	-6.8179	-4.3498	-5.3254	-6.6895
312.5000	17.1810	1.9115	18.8644	19.4348	18.9391	9.5338	16.3989	21.4343	20.0707	10.0890	8.8902	16.7323	10.4545	21.3834	4.2773	7.1063	12.6988	12.3865	4.1414	3.3651	5.2828	8.8873	4.9429	-0.4883	-0.7860	0.3823	1.4322	0.6833	-2.2861	-1.5234	-1.6469	-2.2022
320.3125	17.0075	1.0749	20.7440	21.3533	21.0747	8.7095	18.2458	23.7653	23.0120	11.7085	9.3924	19.2295	12.7892	23.8126	5.5525	9.0163	16.2841	15.8420	6.6439	3.8961	8.7349	13.6187	8.7811	1.5933	1.9047	4.9392	6.4208	5.0294	0.7802	1.7520	1.6405	1.0504
328.1250	19.8322	2.1222	23.5829	24.5658	23.8482	10.3976	20.5418	27.0057	25.0636	13.6963	10.2741	21.3532	15.2022	26.5164	6.4471	10.0051	18.6210	18.3276	8.3461	3.9330	10.5234	16.2678	10.9517	2.4645	2.3370	6.3585	8.4612	6.3192	1.4049	2.4108	2.1832	1.6557
335.9375	20.4127	2.0918	24.6386	26.0740	26.0138	10.5198	20.4802	27.7704	26.8980	15.5717	9.6374	20.6106	16.1079	27.1206	7.0542	9.2500	19.0318	19.3565	9.0982	3.7754	10.4377	17.5632	11.8897	3.1008	2.1410	6.9507	9.3614	7.1099	1.8991	1.9504	2.0225	1.8012
343.7500	20.3671	1.4038	26.4453	28.1461	28.0400	8.3201	20.9342	29.3797	28.0999	17.1101	9.0766	20.4550	17.6516	28.2068	8.5988	9.0632	19.5888	20.6023	10.0869	3.7475	11.0793	18.7455	12.2128	3.3221	3.1233	8.0408	9.7718	6.6186	1.7066	2.9971	2.2380	1.2879
351.5625	21.9081	2.1546	28.8617	31.1222	32.3897	10.6068	22.7623	31.7142	31.7341	18.7853	10.0473	21.7396	18.6979	29.9763	8.9353	9.9796	20.7579	21.3999	10.0652	4.0073	12.1276	19.4193	11.9778	2.9110	4.6687	9.7818	9.9094	5.9154	1.0438	3.6619	1.8294	0.5661
359.3750	25.2043	4.9945	32.6532	35.3713	36.8971	10.9499	26.4644	35.3135	34.4046	21.7581	12.9561	24.8779	21.9365	32.9812	10.6396	13.3733	23.4071	24.3787	12.7312	7.5608	15.5757	21.8634	14.6336	5.1206	7.3196	13.5320	12.0075	8.3696	3.2794	6.3797	4.4871	3.0988
367.1875	23.2796	1.7154	32.5922	35.2282	37.6801	10.6881	26.2636	35.3058	34.8711	22.0169	13.4851	25.7282	22.5994	32.8272	11.8980	14.8080	23.7703	24.7981	13.2376	8.6004	16.1783	21.8025	14.7597	5.1835	7.6586	14.0274	11.3895	7.4968	2.7627	6.1458	3.6592	2.4066
375.0000	21.6224	2.7211	32.7478	35.0385	36.8425	7.9428	27.0256	35.7758	33.6290	22.6330	15.5218	27.1298	23.6939	33.6530	14.3020	17.0817	25.4293	25.9606	15.1748	10.7032	17.9440	22.7718	16.3485	7.1742	9.4492	15.1959	12.1277	8.8424	4.3506	7.2466	4.3492	2.8094
382.8125	17.8235	0.4824	32.1342	34.8356	36.7063	8.4383	27.6049	36.2814	34.9081	23.0424	15.9115	28.5806	24.6028	34.6595	13.1838	18.1101	26.6617	26.9119	16.2045	11.4824	18.7715	23.6362	17.4551	8.1151	10.0415	15.9271	12.7727	10.4936	5.9241	7.8001	5.1371	4.2073
390.6250	16.7303	-1.1117	33.0376	35.4421	37.1876	4.3622	28.8856	37.4416	35.5910	24.6300	17.2737	30.4935	27.0210	36.5410	16.2445	20.0704	28.8086	29.5606	19.2136	13.4191	19.8078	25.7801	20.2657	10.9238	10.5905	16.3254	14.7148	13.6940	9.1607	8.4856	6.5698	6.7870
398.4375	14.7004	-2.7410	31.2679	33.3674	35.7326	4.4091	26.9339	35.5522	33.5491	23.6608	15.5731	29.2765	25.6767	34.2094	15.7987	18.7201	27.1721	27.7562	18.7484	11.9643	18.2677	24.4463	19.9046	10.8268	8.5225	14.4706	14.2054	14.1989	9.4113	5.7675	4.5078	5.2944
406.2500	14.9406	-1.5098	31.9111	33.2547	35.4579	3.6805	28.2127	35.8800	33.9473	24.7515	17.4189	30.3981	26.8950	34.9051	16.1444	21.2383	28.6533	28.9929	19.6841	14.0536	20.9006	26.6028	21.4987	12.5040	11.6621	17.6736	17.0656	16.3510	11.3621	8.7634	7.0862	7.5760
414.0625	14.5706	-1.5167	31.0412	31.1214	34.0127	6.4831	28.4727	33.9556	32.6111	24.6703	18.2743	30.8993	27.7662	34.6238	16.9954	23.5487	30.2163	30.5398	20.6902	16.1073	24.4501	29.2910	23.6962	13.9974	15.1561	21.9878	21.0243	18.8191	13.5243	12.4278	10.4948	10.7339
421.8750	11.4530	-3.3000	28.1202	27.9613	31.7442	2.4696	26.4685	31.1394	30.2381	23.7969	17.5636	29.6290	27.8345	33.5566	16.9429	24.4939	31.0652	31.3633	21.0332	17.4778	26.7995	31.7625	24.6854	14.0021	17.7647	25.5556	23.9399	20.3375	14.1996	15.3930	12.9630	12.6999
429.6875	9.2217	-4.1452	26.8667	27.0567	30.8916	2.0191	24.8455	30.4305	29.4562	23.1141	16.7081	28.8302	27.4090	33.1305	16.5392	23.8316	30.8581	31.3525	20.5273	17.1688	27.3097	32.3984	24.3632	13.4758	18.3267	26.7259	24.9004	20.1065	13.6115	16.3836	13.1518	12.4060
437.5000	10.0315	-1.9061	26.9337	27.4167	31.3756	1.7782	24.8337	30.1077	29.7577	23.9035	16.8731	28.6949	26.7738	32.2568	16.3723	23.6114	30.7906	30.5978	20.3608	15.7421	26.7811	32.2812	24.0136	12.9417	17.5658	26.1287	24.9784	19.7281	12.8500	15.7250	12.4879	11.6759
445.3125	11.7205	-1.1811	27.0437	27.5538	31.7848	2.9626	25.4427	29.5828	29.2402	24.5564	16.7727	28.2097	26.5223	31.4022	17.6528	23.2092	30.0961	30.1458	20.5260	14.6996	25.9898	31.6022	23.5718	13.4068	15.9742	24.3123	24.1841	19.2262	13.0115	14.5104	12.1794	11.6334
453.1250	12.9115	0.5708	27.8107	28.0696	32.2469	5.5626	26.5495	29.5586	30.0605	25.1083	18.1185	27.8438	25.7933	30.4571	18.0313	22.5173	28.8108	28.9177	19.6390	13.8117	24.3490	29.7643	21.9460	12.3158	13.7053	21.7089	21.7481	17.5690	11.5605	12.3563	10.5000	10.3724
460.9375	11.9815	0.6370	27.2775	26.9204	30.9719	4.8773	26.7649	28.4122	28.0801	24.3656	18.4034	27.4029	25.1429	29.2851	17.4605	22.0337	27.8400	27.6784	19.2893	12.8136	22.5712	27.7574	20.5718	10.7463	11.7936	19.0388	19.0411	15.6949	9.7406	10.1215	8.6108	8.4305
468.7500	8.8674	-1.6078	24.1009	23.2458	28.7897	3.8301	23.9260	24.9054	25.1503	22.1303	16.6068	25.2492	22.5988	25.9278	15.3302	20.3456	25.2990	25.1689	17.3232	11.4759	20.3713	24.8739	18.7126	9.6152	9.9638	16.1017	16.1660	13.7491	8.3090	7.7970	6.1505	5.9850
476.5625	8.8497	0.4672	22.0196	19.9647	24.8109	3.8195	22.3877	21.7051	20.8558	19.5840	17.0791	22.6561	20.0460	22.7257	14.8535	19.7468	23.1124	23.0865	16.0914	12.4019	19.7096	23.2339	17.7587	9.1786	10.5553	16.0184	15.3062	13.5187	8.4364	8.3420	6.6650	6.0900
484.3750	7.1436	-0.0465	17.5966	15.6533	21.7650	5.2263	19.4977	16.8200	17.6553	17.5286	15.5517	18.7260	17.0785	18.1529	13.0733	17.5582	19.5765	20.1912	13.9177	11.5434	17.4022	20.9570	15.5761	7.6933	10.1699	15.5194	14.1215	11.7254	7.0053	7.9781	5.9520	5.2737
492.1875	6.8384	1.5854	15.4646	14.0472	20.2352	2.4114	17.1728	14.8518	15.3491	17.4768	14.0924	16.3076	17.4136	16.5959	13.6606	16.0669	17.9507	19.6930	14.7618	11.3082	16.1049	20.2522	15.8819	8.6077	10.5684	15.4845	14.4440	12.3388	7.8180	8.9045	6.8400	6.3722
500.0000	3.4745	0.1254	11.6077	10.8656	17.5055	2.1800	13.7723	11.7941	13.2971	15.7721	11.5595	13.6285	15.7049	14.4350	13.0199	13.5554	15.2293	17.7763	14.0853	10.0497	14.2571	18.6238	15.0399	7.6188	10.5683	15.3780	14.0623	11.7184	7.3199	8.0586	6.2135	5.7292
507.8125	2.9295	0.5618	9.8795	8.9126	15.3522	-0.1136	12.0496	10.0242	10.5643	14.6820	11.0153	11.9858	14.3335	13.0168	12.6223	12.7184	14.2844	16.5222	13.1708	9.9289	13.7852	18.1880	14.0089	6.6208	10.2857	15.3167	14.1290	10.7415	6.4369	8.3373	6.5195	5.5007
515.6250	1.4479	-1.2156	8.4696	7.2224	13.1148	0.2423	9.6304	8.1739	8.8198	12.1281	8.5268	9.6250	11.3254	10.4975	10.5757	9.7859	12.0620	13.9474	10.2999	7.2689	11.6784	16.1837	11.5938	4.4394	7.8064	13.5499	13.1250	8.6642	4.1470	6.6481	5.2215	4.3338
523.4375	0.6158	-0.6158	8.8272	7.9671	12.6499	-2.3545	9.5429	8.9981	9.2765	12.5179	8.5925	10.0341	11.9378	12.0228	10.8733	10.4956	13.8868	15.5954	10.9781	8.0574	13.3968	18.6310	12.9786	5.3493	9.6589	15.4629	15.4326	10.2166	5.5381	9.0145	7.5751	6.0086
531.2500	-0.9140	-1.1983	5.1314	5.2820	10.3881	-1.4218	6.4654	6.1239	7.1706	11.0882	5.5672	7.5164	10.7784	10.5454	9.5281	7.8210	12.2062	14.5075	9.7682	5.8680	11.8687	17.3668	12.0605	4.6730	8.3886	14.0613	14.5433	8.9031	4.6490	8.3058	7.0886	5.4315
